Date,London Effect
Nov 2009,2.808222168337917
Dec 2009,2.822927354733512
Jan 2010,2.825496904989997
Feb 2010,2.8376911601473402
Mar 2010,2.8466524904406296
Apr 2010,2.8644639300420454
May 2010,2.8705651293183023
Jun 2010,2.890985988592144
Jul 2010,2.8918904828937433
Aug 2010,2.8930021371675783
Sep 2010,2.894697161500151
Oct 2010,2.87926116577136
Nov 2010,2.8646341776590827
Dec 2010,2.8529989750499847
Jan 2011,2.8316310174095456
Feb 2011,2.8220485728626965
Mar 2011,2.8224807441545403
Apr 2011,2.8323044865946447
May 2011,2.833159467765623
Jun 2011,2.8396663999191727
Jul 2011,2.842382688179392
Aug 2011,2.843849917236492
Sep 2011,2.83833829681071
Oct 2011,2.831976120649576
Nov 2011,2.8323242900594927
Dec 2011,2.8301284978291603
Jan 2012,2.8189600219144944
Feb 2012,2.8136772772627934
Mar 2012,2.8199509730283476
Apr 2012,2.843955136390778
May 2012,2.849461662167287
Jun 2012,2.8649849860927077
Jul 2012,2.8570368800059183
Aug 2012,2.865063869409503
Sep 2012,2.862527794489174
Oct 2012,2.85350557000495
Nov 2012,2.85700578039193
Dec 2012,2.8577151596212427
Jan 2013,2.843639446964636
Feb 2013,2.8483504878311505
Mar 2013,2.8552824506802885
Apr 2013,2.873435299634041
May 2013,2.8857273655741222
Jun 2013,2.9050347042434264
Jul 2013,2.9115315827113233
Aug 2013,2.9243255763402303
Sep 2013,2.9405726198199362
Oct 2013,2.947816179528052
Nov 2013,2.9572304160693004
Dec 2013,2.9811824428811673
Jan 2014,2.9774863538768153
Feb 2014,2.993599082231318
Mar 2014,3.0060980402552815
Apr 2014,3.0399925832374715
May 2014,3.0651193848193516
Jun 2014,3.0900409809181046
Jul 2014,3.1160464879560275
Aug 2014,3.1413455028200414
Sep 2014,3.1499700293213553
Oct 2014,3.1530960054679893
Nov 2014,3.162279972096393
Dec 2014,3.168261720635397
Jan 2015,3.170136114085262
Feb 2015,3.17433542364103
Mar 2015,3.1761290487275193
Apr 2015,3.2079630087351454
May 2015,3.2201685517669683
Jun 2015,3.248618502615132
Jul 2015,3.275261018254103
Aug 2015,3.2998769821478406
Sep 2015,3.31426948865537
Oct 2015,3.3260895547817033
Nov 2015,3.3366292308369117
Dec 2015,3.350926359822995
Jan 2016,3.365413558283216
Feb 2016,3.3791431899356996
Mar 2016,3.3850544411211594
Apr 2016,3.4149498967054592
May 2016,3.449463959864248
Jun 2016,3.4743270686364474
Jul 2016,3.50365266358178
Aug 2016,3.515406076624624
Sep 2016,3.5190060098097304
Oct 2016,3.511217193510032
Nov 2016,3.5169484856280664
Dec 2016,3.5277329780802638
Jan 2017,3.542728388812105
Feb 2017,3.5401737480561533
Mar 2017,3.5435194319832823
Apr 2017,3.577653649537054
May 2017,3.597633095595224
Jun 2017,3.6162028453180293
Jul 2017,3.6503472096840994
Aug 2017,3.677741823991436
Sep 2017,3.6703829324275925
Oct 2017,3.6776736726389596
Nov 2017,3.6805782500095665
Dec 2017,3.6825380071158653
Jan 2018,3.6927893455535163
Feb 2018,3.6923646186289227
Mar 2018,3.687089572060034
Apr 2018,3.705370298579388
May 2018,3.7244161156665903
Jun 2018,3.748433884412073
Jul 2018,3.778105192134363
Aug 2018,3.794151297491858
Sep 2018,3.7945848627755474
Oct 2018,3.783287794750526
Nov 2018,3.7931847375278647
Dec 2018,3.7843200181206695
Jan 2019,3.7760794449233672
Feb 2019,3.7646002611453873
Mar 2019,3.761731226551138
Apr 2019,3.7808634113001394
May 2019,3.794930305340292
Jun 2019,3.811467728665261
Jul 2019,3.8369877965386237
Aug 2019,3.8562738340789937
Sep 2019,3.85807773702864
Oct 2019,3.8585385559222733
Nov 2019,3.8569851689438344
Dec 2019,3.8498314423046196
Jan 2020,3.8501749485971826
Feb 2020,3.8604524293536184
Mar 2020,3.8753162116692237
Apr 2020,3.853349782555634
May 2020,3.887447462909315
Jun 2020,3.9081819388926644
Jul 2020,3.92995917608193
Aug 2020,3.9555144631591532
Sep 2020,3.9849963324124986
Oct 2020,4.026427470554769
Nov 2020,4.0782550364058485
Dec 2020,4.18330452312589
