"","Date","England","Wales"
"116",2004-09-01,2.60602206953529,2.46387624455288
"117",2004-10-01,2.61987761055055,2.48484368734623
"118",2004-11-01,2.63423140737183,2.50468062624783
"119",2004-12-01,2.64340726041906,2.52681362332394
"120",2005-01-01,2.61382487184098,2.51053925051015
"121",2005-02-01,2.62849394821479,2.50902375021798
"122",2005-03-01,2.64229732458307,2.52448817150602
"123",2005-04-01,2.66016927704379,2.54127452725316
"124",2005-05-01,2.67575448071973,2.55741272430797
"125",2005-06-01,2.6925043690975,2.57660492426431
"126",2005-07-01,2.69100940475166,2.60572887988184
"127",2005-08-01,2.69778591727104,2.60371611924888
"128",2005-09-01,2.7036910407424,2.60037330404754
"129",2005-10-01,2.71563651146895,2.60075242652443
"130",2005-11-01,2.72679151572944,2.62024026514138
"131",2005-12-01,2.74769626141281,2.62342622421539
"132",2006-01-01,2.73132932770629,2.64151087229439
"133",2006-02-01,2.75322270700818,2.61932514195389
"134",2006-03-01,2.77789853796392,2.65796270487164
"135",2006-04-01,2.79842219079476,2.67988695825805
"136",2006-05-01,2.82179512616575,2.69511352974087
"137",2006-06-01,2.85182005370125,2.72809807977833
"138",2006-07-01,2.85189068541973,2.73205883812097
"139",2006-08-01,2.87030062103454,2.75288686443708
"140",2006-09-01,2.89755432100233,2.77493741420407
"141",2006-10-01,2.91532593808169,2.78589139922718
"142",2006-11-01,2.94162457761678,2.79977127283483
"143",2006-12-01,2.97531703352476,2.83374568861277
"144",2007-01-01,2.96245840968254,2.82145884413508
"145",2007-02-01,2.98415525406103,2.83228154891974
"146",2007-03-01,3.01577039234731,2.84003539845027
"147",2007-04-01,3.04470930344798,2.86389592875968
"148",2007-05-01,3.06835533186273,2.88926417607687
"149",2007-06-01,3.10041469059916,2.90419346723478
"150",2007-07-01,3.10921894125704,2.91800951772077
"151",2007-08-01,3.12962405221322,2.93591110954569
"152",2007-09-01,3.14340969207399,2.95061431377617
"153",2007-10-01,3.14972066324345,2.95491417000856
"154",2007-11-01,3.15858797573807,2.97098686089696
"155",2007-12-01,3.16600332967512,2.96914728362506
"156",2008-01-01,3.13065135450352,2.92902608950121
"157",2008-02-01,3.13303773006769,2.92717160569301
"158",2008-03-01,3.11801374122953,2.90979752809999
"159",2008-04-01,3.12358162131043,2.90942967452838
"160",2008-05-01,3.13051329612426,2.90646751389702
"161",2008-06-01,3.10594958280704,2.88845771974462
"162",2008-07-01,3.05992470243696,2.85341191534052
"163",2008-08-01,3.01372586837175,2.83035636177459
"164",2008-09-01,2.9665635023491,2.79021208118148
"165",2008-10-01,2.90944283997656,2.78895702420158
"166",2008-11-01,2.86242098349449,2.73790662254798
"167",2008-12-01,2.82059524010558,2.70528088566624
"168",2009-01-01,2.77977794732822,2.65201737410562
"169",2009-02-01,2.75333864832491,2.6053963676752
"170",2009-03-01,2.74003308324049,2.62329004777656
"171",2009-04-01,2.7428516146962,2.62259227813407
"172",2009-05-01,2.75781445155813,2.62632203330401
"173",2009-06-01,2.77335171563934,2.66159523444999
"174",2009-07-01,2.79545271777242,2.68692297594754
"175",2009-08-01,2.81775875692977,2.69770694117196
"176",2009-09-01,2.84514219697363,2.69824090663599
"177",2009-10-01,2.86519641593175,2.69988175667729
"178",2009-11-01,2.88641742340798,2.72840780578831
"179",2009-12-01,2.90494975483018,2.72789577155465
"180",2010-01-01,2.90970372740575,2.7078879204186
"181",2010-02-01,2.92162234368436,2.70076114995066
"182",2010-03-01,2.93178777763958,2.74621912067697
"183",2010-04-01,2.95060146171743,2.7490094537139
"184",2010-05-01,2.95797540673869,2.74795121523627
"185",2010-06-01,2.97812060677104,2.78573052100735
"186",2010-07-01,2.98459128954052,2.77828651572762
"187",2010-08-01,2.9880549757479,2.77733361280797
"188",2010-09-01,2.99101976308578,2.77326328471616
"189",2010-10-01,2.9730965150943,2.77191712402933
"190",2010-11-01,2.96051886411062,2.7070686982394
"191",2010-12-01,2.94930325299625,2.72369205696071
"192",2011-01-01,2.93009944297661,2.7142954804845
"193",2011-02-01,2.92137675670049,2.70006625221952
"194",2011-03-01,2.92060241396056,2.70885251978492
"195",2011-04-01,2.93413408441007,2.7170607217161
"196",2011-05-01,2.93463353484755,2.70254538568245
"197",2011-06-01,2.94230246301695,2.70594685976764
"198",2011-07-01,2.95291762140863,2.70797787458019
"199",2011-08-01,2.95552356379416,2.71506872592669
"200",2011-09-01,2.94815412109242,2.71103454257675
"201",2011-10-01,2.94246268758456,2.68586635495538
"202",2011-11-01,2.94311610517486,2.68605584035134
"203",2011-12-01,2.94293824140572,2.69762239413318
"204",2012-01-01,2.93439685319255,2.67482337798783
"205",2012-02-01,2.92906086604131,2.67627173909691
"206",2012-03-01,2.93160897770749,2.6725398847688
"207",2012-04-01,2.9614956427107,2.70860227196886
"208",2012-05-01,2.97297084112088,2.70229410927021
"209",2012-06-01,2.98861652876869,2.70165580885314
"210",2012-07-01,2.98789151397044,2.70353267081096
"211",2012-08-01,2.99863420397141,2.69160972814602
"212",2012-09-01,2.99256906412515,2.71245489514692
"213",2012-10-01,2.98374957268785,2.69521528547119
"214",2012-11-01,2.98800221607695,2.68151540232752
"215",2012-12-01,2.99202156981731,2.69998192320468
"216",2013-01-01,2.98273389224581,2.69046291354396
"217",2013-02-01,2.98748748545765,2.6937847645745
"218",2013-03-01,2.99271160956409,2.68049403561411
"219",2013-04-01,3.014995990841,2.69584280832104
"220",2013-05-01,3.02725581507803,2.6955664504636
"221",2013-06-01,3.04858541147521,2.7278080237173
"222",2013-07-01,3.06403359122965,2.71252496717502
"223",2013-08-01,3.07861705891468,2.72177736405369
"224",2013-09-01,3.10059463621564,2.73146733962681
"225",2013-10-01,3.10519720927216,2.75396249722069
"226",2013-11-01,3.11442034130183,2.75465442348329
"227",2013-12-01,3.1425796716214,2.76290292472273
"228",2014-01-01,3.14598037650821,2.76223943777456
"229",2014-02-01,3.16004054951928,2.7811570162598
"230",2014-03-01,3.17755437853462,2.77335299890088
"231",2014-04-01,3.2178804628033,2.79581198875933
"232",2014-05-01,3.2439019322113,2.82776427507454
"233",2014-06-01,3.27194872674638,2.82193802380499
"234",2014-07-01,3.30450113485033,2.84827342957857
"235",2014-08-01,3.33616984155244,2.84784855655145
"236",2014-09-01,3.3458163703355,2.86341705913971
"237",2014-10-01,3.34411530431598,2.85740331078221
"238",2014-11-01,3.34995623263411,2.87467905129189
"239",2014-12-01,3.36278881976531,2.85976457562874
"240",2015-01-01,3.37185059865829,2.86553905950522
"241",2015-02-01,3.37337318718721,2.88933257774399
"242",2015-03-01,3.37535574171014,2.85303072962149
"243",2015-04-01,3.4103543308681,2.86919242914698
"244",2015-05-01,3.42005247524656,2.89259780392848
"245",2015-06-01,3.45189389912482,2.92216339197448
"246",2015-07-01,3.48730352140652,2.90678234588615
"247",2015-08-01,3.51512625093248,2.91231513302729
"248",2015-09-01,3.53463499128784,2.92696534408959
"249",2015-10-01,3.54314797600896,2.94887685636391
"250",2015-11-01,3.5520375160077,2.96113601189441
"251",2015-12-01,3.56965593298157,2.94721800722139
"252",2016-01-01,3.59613233191534,2.97697459617505
"253",2016-02-01,3.60946019466828,2.97296661290239
"254",2016-03-01,3.62914657991902,2.96626839918008
"255",2016-04-01,3.63516810207567,2.99042432767286
"256",2016-05-01,3.67597392957984,3.01215345924598
"257",2016-06-01,3.70131278649972,3.02535237797365
"258",2016-07-01,3.7354064249305,3.04728307340038
"259",2016-08-01,3.74473029703078,3.04231119159826
"260",2016-09-01,3.74964559730929,3.05933182821964
"261",2016-10-01,3.74313698236854,3.05098021856188
"262",2016-11-01,3.74189986739021,3.06133331038507
"263",2016-12-01,3.75563604127848,3.08300092051856
"264",2017-01-01,3.78229132621628,3.05076435623856
"265",2017-02-01,3.77916721679495,3.05577239047194
"266",2017-03-01,3.77987199221181,3.06792547109175
"267",2017-04-01,3.81574586283278,3.09410643679962
"268",2017-05-01,3.84151642158631,3.08518149627338
"269",2017-06-01,3.85449286772518,3.10664398239409
"270",2017-07-01,3.89325284356611,3.1651988036991
"271",2017-08-01,3.92585471779969,3.15121431613766
"272",2017-09-01,3.91367505147417,3.17848338681638
"273",2017-10-01,3.91569010699848,3.1880723377036
"274",2017-11-01,3.91593203340561,3.18538079571314
"275",2017-12-01,3.92470939311308,3.19640122230323
"276",2018-01-01,3.93345944190203,3.21163078386343
"277",2018-02-01,3.92888071774875,3.20988901710669
"278",2018-03-01,3.92746047213997,3.21732913117997
"279",2018-04-01,3.94337431398042,3.21374681547879
"280",2018-05-01,3.96607157646145,3.22642660900795
"281",2018-06-01,3.98151823513006,3.28534396576089
"282",2018-07-01,4.0167000073403,3.31219240194374
"283",2018-08-01,4.0326364878501,3.31323337009861
"284",2018-09-01,4.0316967945916,3.34381094259232
"285",2018-10-01,4.01218169469303,3.34517317891373
"286",2018-11-01,4.01959598234182,3.35031686461437
"287",2018-12-01,4.00891417500768,3.32589839048736
"288",2019-01-01,4.00104489449854,3.34723251959978
"289",2019-02-01,3.98674175354356,3.32626274661371
"290",2019-03-01,3.97949023097452,3.35216918473254
"291",2019-04-01,4.00116938887709,3.36204548276881
"292",2019-05-01,4.01516409674501,3.37006790236134
"293",2019-06-01,4.03276484843053,3.41653213103809
"294",2019-07-01,4.06797143224459,3.40962831530636
"295",2019-08-01,4.08541842572436,3.48118727919192
"296",2019-09-01,4.08590107387699,3.43387041118243
"297",2019-10-01,4.09168177693057,3.45749301540336
